scientific_name,native_provinces
Fimbristylis autumnalis,NB|ON|QC
Fimbristylis puberula,ON
Floerkea proserpinacoides,BC|NS|ON|QC
Fragaria chiloensis,BC
Fragaria vesca,AB|BC|MB|NB|NS|NT|ON|QC|SK
Fragaria virginiana,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Frangula purshiana,BC
Frasera caroliniensis,ON
Fraxinus americana,NB|NS|ON|PE|QC
Fraxinus latifolia,BC
Fraxinus nigra,MB|NB|NS|ON|PE|QC
Fraxinus pennsylvanica,MB|NB|NS|ON|PE|QC|SK
Fraxinus profunda,ON
Fraxinus quadrangulata,ON
Fritillaria affinis,BC
Fritillaria camschatcensis,BC|YT
Fritillaria pudica,AB|BC
Gagea serotina,BC|NT|YT
Gaillardia aristata,AB|BC|MB|SK
Galearis rotundifolia,AB|BC|MB|NB|NT|ON|QC|SK|YT
Galearis spectabilis,NB|ON|QC
Galium aparine,BC|MB|NT|ON|SK
Galium asprellum,NB|NS|ON|PE|QC
Galium bifolium,AB|BC
Galium boreale,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Galium brandegeei,NU|YT
Galium brevipes,MB|NB|ON|QC
Galium circaezans,ON|QC
Galium concinnum,ON
Galium kamtschaticum,BC|NB|NS|ON|QC
Galium labradoricum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Galium lanceolatum,ON|QC
Galium obtusum,NB|NS|ON|QC
Galium palustre,BC|NB|NS|NU|ON|PE|PM|QC
Galium pilosum,ON
Galium tinctorium,NB|NS|ON|PE|PM|QC
Galium trifidum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Galium triflorum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Galium ×pomeranicum,NB
Gamochaeta ustulata,BC
Gaultheria hispidula,AB|BC|MB|NB|NS|NU|ON|PE|PM|QC|SK
Gaultheria humifusa,AB|BC
Gaultheria ovatifolia,BC
Gaultheria procumbens,MB|NB|NS|ON|PE|PM|QC
Gaultheria shallon,BC
Gaylussacia baccata,NB|NS|ON|PE|PM|QC
Gaylussacia bigeloviana,NB|NS|PE|PM|QC
Gayophytum diffusum,BC
Gayophytum humile,BC
Gayophytum racemosum,AB|BC
Gayophytum ramosissimum,BC
Gentiana affinis,AB|BC|MB|NT|SK
Gentiana algida,YT
Gentiana andrewsii,MB|ON|QC|SK
Gentiana calycosa,AB|BC
Gentiana clausa,QC
Gentiana douglasiana,BC
Gentiana flavida,ON
Gentiana fremontii,AB|SK
Gentiana glauca,AB|BC|NT|YT
Gentiana linearis,NB|ON|QC
Gentiana nivalis,QC
Gentiana platypetala,BC
Gentiana prostrata,AB|BC|NT|YT
Gentiana puberulenta,MB|SK
Gentiana rubricaulis,MB|NB|ON
Gentiana sceptrum,BC
Gentiana ×billingtonii,ON
Gentiana ×pallidocyanea,ON
Gentianella amarella,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK|YT
Gentianella propinqua,AB|BC|MB|NT|NU|ON|QC|YT
Gentianella quinquefolia,ON
Gentianopsis crinita,MB|ON|QC
Gentianopsis detonsa,AB|NT|NU|ON|QC|YT
Gentianopsis virgata,AB|BC|MB|NT|ON|QC|SK
Geocaulon lividum,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Geranium bicknellii,AB|BC|MB|NB|NS|NT|ON|QC|SK|YT
Geranium carolinianum,AB|BC|MB|ON|QC|SK
Geranium erianthum,AB|BC|YT
Geranium maculatum,MB|ON|QC
Geranium richardsonii,AB|BC|NT|SK|YT
Geranium robertianum,NB|NS|ON|PE|PM|QC
Geranium viscosissimum,AB|BC|SK
Geum aleppicum,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Geum calthifolium,BC
Geum canadense,MB|NB|NS|ON|PE|QC
Geum fragarioides,NB|ON|QC
Geum glaciale,NT|YT
Geum laciniatum,NB|NS|ON|PE|QC
Geum macrophyllum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Geum peckii,NS
Geum rivale,AB|BC|MB|NB|NS|NU|ON|PE|PM|QC|SK
Geum rossii,BC|NT|NU|YT
Geum schofieldii,BC
Geum triflorum,AB|BC|MB|NT|ON|SK|YT
Geum vernum,ON
Geum virginianum,ON
Geum ×aurantiacum,AB|ON|PE
Geum ×catlingii,NB|ON|QC
Geum ×hainesianum,ON
Geum ×macneillii,QC
Geum ×pervale,AB|ON|QC|SK
Geum ×pulchrum,ON|QC
Gilia sinuata,BC
Githopsis specularioides,BC
Gleditsia triacanthos,ON
Glehnia leiocarpa,BC
Glyceria borealis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Glyceria canadensis,MB|NB|NS|ON|PE|PM|QC|SK
Glyceria elata,AB|BC
Glyceria grandis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Glyceria leptostachya,BC
Glyceria melicaria,NB|NS|ON|QC
Glyceria obtusa,NB|NS
Glyceria pulchella,AB|BC|MB|NT|SK|YT
Glyceria septentrionalis,ON|QC
Glyceria striata,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Glyceria ×gatineauensis,QC
Glyceria ×occidentalis,BC
Glyceria ×ottawensis,ON
Glycyrrhiza lepidota,AB|BC|MB|ON|SK
Gnaphalium palustre,AB|BC|SK
Goodyera oblongifolia,AB|BC|NB|NS|ON|QC|SK
Goodyera pubescens,NS|ON|QC
Goodyera repens,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Goodyera tesselata,MB|NB|NS|ON|PE|QC
Graphephorum melicoides,NB|NS|ON|QC
Graphephorum wolfii,AB|BC|SK
Gratiola ebracteata,BC
Gratiola lutea,NB|NS|ON|QC
Gratiola neglecta,AB|BC|MB|NB|NS|ON|QC|SK
Gratiola quartermaniae,ON
Greeneochloa coarctata,NS
Grindelia humilis,BC
Grindelia squarrosa,AB|BC|MB|NT|SK
Gutierrezia sarothrae,AB|MB|SK
Gymnocarpium continentale,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Gymnocarpium disjunctum,AB|BC
Gymnocarpium dryopteris,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Gymnocarpium robertianum,MB|NB|ON|QC
Gymnocarpium ×achriosporum,QC
Gymnocarpium ×brittonianum,ON
Gymnocarpium ×intermedium,AB|MB|NT|ON|QC|SK|YT
Gymnocladus dioicus,ON
Hackelia americana,AB|BC|MB|NB|NT|ON|QC|SK
Hackelia ciliata,BC
Hackelia diffusa,BC
Hackelia floribunda,AB|BC|MB|ON|SK
Hackelia micrantha,AB|BC
Hackelia virginiana,ON|QC
Halenia deflexa,AB|BC|MB|NB|NS|NT|ON|PM|QC|SK
Halerpestes cymbalaria,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Hamamelis virginiana,NB|NS|ON|PE|QC
Harrimanella hypnoides,NU|QC
Harrimanella stelleriana,BC|YT
Hedeoma hispida,AB|BC|MB|ON|QC|SK
Hedeoma pulegioides,NB|NS|ON|QC
Hedysarum americanum,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Hedysarum boreale,AB|BC|MB|NT|NU|ON|QC|SK|YT
Hedysarum occidentale,BC
Hedysarum sulphurescens,AB|BC
Helenium autumnale,AB|BC|MB|NT|ON|QC|SK
Helianthella uniflora,BC
Helianthus decapetalus,NB|ON|QC
Helianthus divaricatus,ON|QC
Helianthus giganteus,NB|NS|ON
Helianthus maximiliani,AB|MB|SK
Helianthus nuttallii,AB|BC|MB|SK
Helianthus pauciflorus,AB|MB|ON|QC|SK
Helianthus petiolaris,AB|MB|SK
Helianthus strumosus,ON|QC
Helianthus tuberosus,MB|ON|SK
Helictochloa hookeri,AB|BC|MB|NT|SK|YT
Heliopsis helianthoides,MB|ON|QC|SK
Heliotropium curassavicum,AB|MB|SK
Hemitomes congestum,BC
Hemizonella minima,BC
Hepatica acutiloba,ON|QC
Hepatica americana,MB|NB|NS|ON|QC
Heracleum maximum,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Hesperochiron pumilus,BC
Hesperostipa comata,AB|BC|MB|ON|SK|YT
Hesperostipa curtiseta,AB|BC|MB|NT|ON|SK
Hesperostipa spartea,AB|BC|MB|ON|SK
Heteranthera dubia,BC|MB|NB|ON|QC
Heterocodon rariflorus,BC
Heterotheca villosa,AB|BC|MB|ON|SK
Heuchera americana,ON
Heuchera chlorantha,BC
Heuchera cylindrica,AB|BC
Heuchera glabra,AB|BC
Heuchera micrantha,BC
Heuchera parvifolia,AB|SK
Heuchera richardsonii,AB|BC|MB|NT|ON|SK
Hibiscus moscheutos,ON
Hieracium albiflorum,AB|BC|MB|NT|SK|YT
Hieracium groenlandicum,QC
Hieracium gronovii,ON
Hieracium paniculatum,NB|NS|ON|QC
Hieracium robinsonii,NB|NS|QC
Hieracium scabrum,NB|NS|ON|PE|QC
Hieracium scouleri,AB|BC
Hieracium triste,AB|BC|NT|YT
Hieracium umbellatum,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Hieracium venosum,ON
Hieracium ×fassettii,NB|QC
Hieracium ×grohii,QC
Hieracium ×marianum,ON
Hippuris lanceolata,MB|NT|NU|ON|QC|YT
Hippuris montana,AB|BC
Hippuris tetraphylla,BC|MB|NT|NU|ON|QC|YT
Hippuris vulgaris,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Holodiscus discolor,BC
Homalosorus pycnocarpos,ON|QC
Honckenya peploides,BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|YT
Hordeum brachyantherum,AB|BC|QC|SK|YT
Hordeum jubatum,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Hordeum pusillum,AB
Hornungia procumbens,BC
Hosackia gracilis,BC
Hosackia pinnata,BC
Houstonia caerulea,NB|NS|ON|PE|PM|QC
Houstonia canadensis,ON
Houstonia longifolia,AB|MB|ON|QC|SK
Hudsonia ericoides,NS|PE|PM
Hudsonia ericoides × Hudsonia tomentosa,PE
Hudsonia tomentosa,AB|MB|NB|NS|NT|ON|PE|QC|SK
Hulteniella integrifolia,BC|NT|NU|QC|YT
Humulus lupulus,AB|MB|NB|NS|ON|PE|QC|SK
Huperzia appressa,NB|NS|ON|PM|QC
Huperzia arctica,NU|ON|QC
Huperzia continentalis,AB|BC|MB|NT|NU|ON|QC|SK|YT
Huperzia continentalis × Huperzia occidentalis,BC
Huperzia continentalis × Huperzia selago,AB|BC|NT
Huperzia lucidula,MB|NB|NS|ON|PE|PM|QC
Huperzia miyoshiana,BC
Huperzia occidentalis,AB|BC
Huperzia porophila,ON
Huperzia selago,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Huperzia ×buttersii,MB|ON|QC
Huperzia ×josephbeitelii,NS|ON|PM|QC
Huperzia ×protoporophila,ON
Hydrastis canadensis,ON|QC
Hydrocotyle americana,NB|NS|ON|PE|QC
Hydrocotyle umbellata,NS
Hydrophyllum appendiculatum,ON
Hydrophyllum canadense,ON|QC
Hydrophyllum capitatum,AB|BC
Hydrophyllum fendleri,BC
Hydrophyllum tenuipes,BC
Hydrophyllum virginianum,MB|ON|QC
Hylodesmum glutinosum,NB|NS|ON|QC
Hylodesmum nudiflorum,ON|QC
Hymenopappus filifolius,AB|SK
Hymenophyllum wrightii,BC
Hymenoxys richardsonii,AB|SK
Hypericum anagalloides,BC
Hypericum ascyron,ON|QC
Hypericum boreale,MB|NB|NS|ON|PE|PM|QC
Hypericum canadense,NB|NS|ON|PE|PM|QC
Hypericum ellipticum,NB|NS|ON|QC
Hypericum fraseri,AB|MB|NB|NS|ON|PE|PM|QC|SK
Hypericum gentianoides,ON|QC
Hypericum kalmianum,ON|QC
Hypericum majus,AB|BC|MB|NB|NS|ON|PE|QC|SK
Hypericum mutilum,NB|NS|ON|PE|QC
Hypericum prolificum,ON
Hypericum punctatum,NS|ON|QC
Hypericum scouleri,AB|BC
Hypericum sphaerocarpum,ON
Hypericum virginicum,NS|ON|QC
Hypericum ×dissimulatum,NB|NS|ON|QC
Hypopitys monotropa,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Hypoxis hirsuta,MB|ON|SK
Idahoa scapigera,BC
Ilex glabra,NS
Ilex mucronata,NB|NS|ON|PE|PM|QC
Ilex verticillata,NB|NS|ON|PE|PM|QC
Iliamna rivularis,AB|BC
Impatiens aurella,BC
Impatiens capensis,AB|MB|NB|NS|NT|ON|PE|PM|QC|SK
Impatiens ecornuta,BC
Impatiens noli-tangere,AB|BC|MB|SK|YT
Impatiens pallida,NB|NS|ON|QC
Ionactis linariifolia,NB|QC
Ionactis stenomeres,BC
Ipomoea pandurata,ON
Ipomopsis aggregata,BC
Iris brevicaulis,ON
Iris hookeri,NB|NS|PE|PM|QC
Iris lacustris,ON
Iris missouriensis,AB
Iris setosa,YT
Iris versicolor,MB|NB|NS|NU|ON|PE|PM|QC|SK
Iris virginica,ON|QC
Iris ×robusta,ON|QC
Iris ×sancti-cyri,QC
Isoetes bolanderi,AB|BC
Isoetes echinospora,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Isoetes echinospora subsp. muricata × Isoetes laurentiana,QC
Isoetes engelmannii,ON
Isoetes howellii,BC
Isoetes lacustris,MB|NB|NS|NT|ON|PE|PM|QC|SK
Isoetes laurentiana,QC
Isoetes maritima,AB|BC|YT
Isoetes minima,BC
Isoetes nuttallii,BC
Isoetes occidentalis,AB|BC|YT
Isoetes prototypus,NB|NS
Isoetes septentrionalis,ON|QC
Isoetes tuckermanii,NB|NS|ON|QC
Isoetes ×blondeaui,QC
Isoetes ×eatonii,ON
Isoetes ×echtuckerii,NB|NS|ON|QC
Isoetes ×harveyi,NB|NS|ON
Isoetes ×hickeyi,MB|ON|SK
Isoetes ×jeffreyi,QC
Isoetes ×marensis,BC
Isoetes ×pseudotruncata,AB|BC
Isoetes ×robusta,ON|QC
Isoetes ×truncata,AB|BC
Isolepis cernua,BC
Isotria medeoloides,ON
Isotria verticillata,ON
Iva axillaris,AB|BC|MB|SK
Iva frutescens,NS
Jaumea carnosa,BC
Jeffersonia diphylla,ON
Juglans cinerea,NB|ON|QC
Juglans nigra,ON
Juncus acuminatus,BC|NS|ON|QC
Juncus alpinoarticulatus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Juncus amuricus,BC
Juncus anthelatus,ON|QC
Juncus arcticus,BC|MB|NT|NU|ON|QC|YT
Juncus articulatus,BC|NB|NS|ON|PE|PM|QC
Juncus balticus,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Juncus biflorus,ON
Juncus biglumis,AB|BC|MB|NT|NU|ON|QC|YT
Juncus bolanderi,BC
Juncus brachycarpus,ON
Juncus brachycephalus,NB|NS|ON|QC
Juncus breweri,BC
Juncus bufonius,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Juncus caesariensis,NS
Juncus canadensis,MB|NB|NS|ON|PE|PM|QC
Juncus castaneus,AB|BC|MB|NT|NU|ON|QC|SK|YT
Juncus confusus,AB|BC|SK
Juncus covillei,BC
Juncus drummondii,AB|BC|NT|YT
Juncus dudleyi,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Juncus dudleyi × Juncus vaseyi,AB
Juncus effusus,BC|NB|NS|ON|QC
Juncus ensifolius,AB|BC|ON|QC|SK
Juncus falcatus,BC
Juncus filiformis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Juncus gerardi,MB|NB|NS|ON|PE|PM|QC
Juncus greenei,NB|NS|ON|PE|QC
Juncus haenkei,BC
Juncus hemiendytus,BC
Juncus hesperius,BC
Juncus interior,BC|MB|ON|SK
Juncus kelloggii,BC
Juncus laccatus,BC
Juncus longistylis,AB|BC|MB|NT|ON|QC|SK
Juncus marginatus,NS|ON
Juncus mertensianus,AB|BC|NT|SK|YT
Juncus militaris,NB|NS|ON|PE|PM
Juncus nevadensis,AB|BC|SK
Juncus nodosus,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Juncus nodosus × Juncus torreyi,QC
Juncus occidentalis,BC
Juncus oxymeris,BC
Juncus parryi,AB|BC
Juncus pelocarpus,NB|NS|ON|PE|PM|QC
Juncus pylaei,NB|NS|ON|PE|PM|QC
Juncus ranarius,MB|NS|ON|PM|QC
Juncus regelii,AB|BC
Juncus saximontanus,AB|BC|SK
Juncus secundus,NS|ON
Juncus stygius,AB|BC|MB|NB|NS|NT|ON|PM|QC|SK|YT
Juncus subcaudatus,NS|PM
Juncus subtilis,NB|NU|ON|QC
Juncus supiniformis,BC
Juncus tenuis,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Juncus torreyi,AB|BC|MB|NB|ON|QC|SK
Juncus triglumis,AB|BC|MB|NT|NU|ON|QC|SK|YT
Juncus tweedyi,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Juncus vaseyi,AB|BC|MB|NB|NS|NT|ON|QC|SK
Juncus ×alpiniformis,BC|NB
Juncus ×fulvescens,NS|PE
Juncus ×gracilescens,NB|ON
Juncus ×lemieuxii,NB|NS|ON|QC
Juncus ×nodosiformis,NB|ON|QC
Juncus ×stuckeyi,QC
Juniperus communis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Juniperus horizontalis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Juniperus maritima,BC
Juniperus scopulorum,AB|BC|SK
Juniperus virginiana,ON|QC
Juniperus ×fassettii,BC
Justicia americana,ON|QC
Kalmia angustifolia,NB|NS|ON|PE|PM|QC
Kalmia microphylla,AB|BC|MB|NT|ON|YT
Kalmia polifolia,AB|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Kalmia procumbens,AB|BC|MB|NT|NU|ON|PM|QC|SK|YT
Koeleria asiatica,NT|YT
Koeleria macrantha,AB|BC|MB|NT|ON|SK|YT
Koeleria spicata,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Koenigia alaskana,NT|YT
Koenigia islandica,AB|BC|MB|NT|NU|ON|QC|YT
Kopsiopsis hookeri,BC
Krascheninnikovia lanata,AB|MB|SK|YT
Krigia biflora,MB|ON
Krigia virginica,ON
Lachnanthes caroliniana,NS
Lactuca biennis,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Lactuca canadensis,MB|NB|NS|ON|PE|QC
Lactuca floridana,MB|ON
Lactuca hirsuta,NS|ON|PE|QC
Lactuca ludoviciana,MB|SK
Lactuca oblongifolia,AB|BC|MB|NT|ON|QC|SK
Ladeania lanceolata,AB|SK
Lagotis glauca,NT|YT
Laportea canadensis,AB|MB|NB|NS|ON|PE|QC|SK
Lappula fremontii,AB|BC|YT
Lappula montana,BC
Lappula occidentalis,AB|BC|MB|NT|SK|YT
Larix laricina,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Larix lyallii,AB|BC
Larix occidentalis,AB|BC
Lasthenia glaberrima,BC
Lasthenia maritima,BC
Lathrocasis tenerrima,BC
Lathyrus japonicus,BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|YT
Lathyrus lanszwertii,BC
Lathyrus littoralis,BC
Lathyrus nevadensis,BC
Lathyrus ochroleucus,AB|BC|MB|NT|NU|ON|QC|SK|YT
Lathyrus palustris,AB|BC|MB|NB|NS|NU|ON|PE|PM|QC|SK
Lathyrus venosus,AB|MB|ON|QC|SK
Lechea intermedia,AB|MB|NB|NS|ON|PE|QC|SK
Lechea maritima,NB|PE
Lechea mucronata,ON
Lechea pulchella,ON
Lechea stricta,ON
Leersia oryzoides,BC|MB|NB|NS|ON|PE|QC|SK
Leersia virginica,NB|ON|QC
Lemna minor,AB|BC|ON|QC|SK
Lemna minuta,BC
Lemna perpusilla,QC
Lemna trisulca,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Lemna turionifera,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Lepidium densiflorum,AB|MB|NT|SK
Lepidium ramosissimum,AB|BC|MB|NT|SK|YT
Lepidium virginicum,BC|ON
Leptarrhena pyrolifolia,AB|BC|NT|YT
Leptosiphon harknessii,BC
Leptosiphon minimus,BC
Leptosiphon septentrionalis,AB|BC|SK
Lespedeza capitata,NB|ON|QC
Lespedeza frutescens,ON
Lespedeza hirta,ON
Lespedeza procumbens,ON
Lespedeza violacea,ON
Lespedeza virginica,ON
Lespedeza ×longifolia,ON
Lespedeza ×nuttallii,ON
Leucophysalis grandiflora,AB|MB|ON|QC|SK
Leucospora multifida,ON|QC
Lewisia columbiana,BC
Lewisia pygmaea,AB|BC|YT
Lewisia rediviva,AB|BC
Lewisia triphylla,BC
Lewisiopsis tweedyi,BC
Leymus cinereus,AB|BC|SK
Leymus innovatus,AB|BC|MB|NT|ON|SK|YT
Leymus mollis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Leymus triticoides,BC
Leymus ×vancouverensis,BC
Liatris aspera,ON
Liatris cylindracea,ON
Liatris ligulistylis,AB|MB|SK
Liatris punctata,AB|MB|SK
Liatris spicata,ON
Liatris ×gladewitzii,ON
Liatris ×spheroidea,ON
Ligusticum calderi,BC
Ligusticum canbyi,BC
Ligusticum scoticum,BC|NB|NS|NU|ON|PE|PM|QC
Lilaeopsis chinensis,NS
Lilaeopsis occidentalis,BC
Lilium canadense,NB|NS|ON|QC
Lilium columbianum,BC
Lilium michiganense,ON
Lilium philadelphicum,AB|BC|MB|ON|QC|SK
Limnanthes macounii,BC
Limonium carolinianum,NB|NS|PE|QC
Limosella aquatica,AB|BC|MB|NT|NU|ON|QC|SK|YT
Limosella australis,NB|NS|PE|PM|QC
Linanthus pungens,BC
Lindera benzoin,ON
Lindernia dubia,BC|NB|NS|ON|PE|QC
Linnaea borealis,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Linum compactum,AB|SK
Linum lewisii,AB|BC|MB|NT|NU|ON|SK|YT
Linum medium,ON
Linum rigidum,AB|MB|SK
Linum striatum,ON
Linum sulcatum,MB|ON
Linum virginianum,ON
Liparis liliifolia,ON|QC
Liparis loeselii,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK
Liriodendron tulipifera,ON
Lithophragma glabrum,AB|BC|SK
Lithophragma parviflorum,AB|BC
Lithophragma tenellum,BC
Lithospermum canescens,MB|ON|SK
Lithospermum caroliniense,ON
Lithospermum incisum,AB|BC|MB|ON|SK
Lithospermum latifolium,ON|QC
Lithospermum occidentale,AB|MB|ON|SK
Lithospermum parviflorum,ON|QC
Lithospermum ruderale,AB|BC|SK
Littorella americana,NB|NS|ON|PM|QC
Lobelia cardinalis,NB|ON|QC
Lobelia dortmanna,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Lobelia inflata,NB|NS|ON|PE|QC
Lobelia kalmii,AB|BC|MB|NB|NS|NT|NU|ON|QC|SK
Lobelia siphilitica,ON
Lobelia spicata,AB|MB|ON|QC|SK
Lobelia ×speciosa,ON
Lomatium ambiguum,BC
Lomatium brandegeei,BC
Lomatium brevifolium,BC
Lomatium brunsfeldianum,BC
Lomatium cous,AB
Lomatium dissectum,BC
Lomatium foeniculaceum,AB|BC|MB|SK
Lomatium geyeri,BC
Lomatium macrocarpum,AB|BC|MB|SK
Lomatium martindalei,BC
Lomatium multifidum,AB|BC|SK
Lomatium nudicaule,BC
Lomatium orientale,MB|SK
Lomatium papilioniferum,BC
Lomatium sandbergii,AB|BC
Lomatium simplex,AB|BC
Lomatium utriculatum,BC
Lomatogonium rotatum,AB|BC|MB|NB|NT|NU|ON|QC|SK|YT
Lonicera caerulea,AB|MB|NB|NS|NU|ON|PE|PM|QC|SK
Lonicera canadensis,MB|NB|NS|ON|PE|QC
Lonicera ciliosa,BC
Lonicera dioica,AB|BC|MB|NT|ON|QC|SK|YT
Lonicera hirsuta,ON|QC
Lonicera hispidula,BC
Lonicera involucrata,AB|BC|MB|NU|ON|QC|SK
Lonicera oblongifolia,MB|NB|ON|QC|SK
Lonicera utahensis,AB|BC
Lophiola aurea,NS
Lorinseria areolata,NS
Ludwigia alternifolia,ON
Ludwigia palustris,BC|NB|NS|ON|QC
Ludwigia polycarpa,ON
Luetkea pectinata,AB|BC|NT|YT
Luina hypoleuca,BC
Lupinus arcticus,BC|NT|NU|YT
Lupinus argenteus,AB|BC|SK
Lupinus bicolor,BC
Lupinus kuschei,BC|YT
Lupinus latifolius,BC
Lupinus lepidus,AB|BC
Lupinus leucophyllus,BC
Lupinus littoralis,BC
Lupinus microcarpus,BC
Lupinus nootkatensis,AB|BC|YT
Lupinus perennis,ON
Lupinus polyphyllus,AB|BC
Lupinus pusillus,AB|SK
Lupinus rivularis,BC
Lupinus sericeus,AB|BC
Lupinus sulphureus,BC
Luzula acuminata,MB|NB|NS|ON|PE|PM|QC|SK
Luzula arcuata,AB|BC|NT|YT
Luzula comosa,AB|BC|SK
Luzula confusa,BC|MB|NT|NU|ON|QC|SK|YT
Luzula echinata,ON
Luzula groenlandica,AB|MB|NT|NU|ON|QC|YT
Luzula hitchcockii,AB|BC
Luzula kjellmaniana,NT|YT
Luzula macrantha,BC
Luzula multiflora,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK|YT
Luzula nivalis,BC|NT|NU|QC|YT
Luzula parviflora,AB|BC|MB|NB|NS|NT|NU|ON|PM|QC|SK|YT
Luzula piperi,AB|BC|YT
Luzula rufescens,AB|BC|NT|YT
Luzula spicata,AB|BC|MB|NS|NT|NU|PM|QC|YT
Luzula subsessilis,BC
Luzula wahlenbergii,MB|NT|NU|QC|YT
Lycopodiella appressa,NS|PM
Lycopodiella inundata,AB|BC|MB|NB|NS|ON|PE|PM|QC|SK
Lycopodium clavatum,BC|MB|NB|NS|NU|ON|PE|PM|QC|SK
Lycopodium lagopus,AB|BC|MB|NB|NS|NT|NU|ON|PE|QC|SK|YT
Lycopus americanus,AB|BC|MB|NB|NS|ON|PE|QC|SK
Lycopus asper,AB|BC|MB|ON|QC|SK
Lycopus rubellus,ON
Lycopus uniflorus,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK
Lycopus virginicus,ON|QC
Lycopus ×sherardii,ON|QC
Lygodesmia juncea,AB|BC|MB|SK
Lyonia ligustrina,NS
Lysichiton americanus,BC
Lysimachia borealis,AB|MB|NB|NS|NU|ON|PE|PM|QC|SK
Lysimachia ciliata,AB|BC|MB|NB|NS|ON|PE|QC|SK
Lysimachia europaea,AB|BC|NT|SK|YT
Lysimachia hybrida,AB|MB|NB|ON|QC|SK
Lysimachia lanceolata,ON
Lysimachia latifolia,BC|YT
Lysimachia maritima,AB|BC|MB|NB|NS|NT|NU|ON|PE|PM|QC|SK
Lysimachia minima,AB|BC|NS|SK
Lysimachia quadriflora,MB|ON
Lysimachia quadrifolia,NB|ON|QC
Lysimachia terrestris,MB|NB|NS|ON|PE|PM|QC
Lysimachia thyrsiflora,AB|BC|MB|NB|NS|NT|ON|PE|QC|SK|YT
Lysimachia ×commixta,NB|ON|PE|QC
Lysimachia ×producta,NB|ON|QC
Lythrum alatum,ON
Machaeranthera tanacetifolia,AB
Madia exigua,BC
Madia gracilis,BC
Magnolia acuminata,ON
Mahonia aquifolium,AB|BC
Mahonia nervosa,BC
Mahonia repens,AB|BC
Maianthemum amplexicaule,AB|BC|NT|SK
Maianthemum canadense,AB|BC|MB|NB|NS|NT|ON|PE|PM|QC|SK|YT
Maianthemum dilatatum,BC
Maianthemum racemosum,MB|NB|NS|ON|PE|QC
